,sentence,label,allpredict sentence,predict_region,predict_label,predict_country,predict_city,region,country,city,Morocco,Palestine,Qatar,Sudan,Lebanon,Libya,Jordan,Egypt,Tunisia,Yemen,Algeria,Iraq,Syria,Oman,Modern Standard Arabic,Saudi Arabia,Nile Basin,Gulf,Gulf of Aden,Maghreb,Levant,Modern Standard Arabic,Aleppo,Algiers,Alexandria,Amman,Aswan,Baghdad,Basra,Beirut,Benghazi,Cairo,Damascus,Doha,Fes,Jeddha,Jerusalem,Khartoum,Mosul,Modern Standard Arabic,Muscat,Rabat,Riyadh,Salt,Sana'a,Sfax,Tripoli,Tunis
32,لو في عدل بهالدني ما كان أي حدا بينحرم من حدا بيحبو اليوم أنا وعايشة نعمة وجود يلي بحبهم حدي من بعد هالسنة اللعينة اللي قطعت علينا عم فكر كمان بكل شخص متألم بهالفترة أو حزين أو مشتاق أو مستفقد أو محتاج بتمنى من كل قلبي وروحي يصير شي أو يوصل حدا ع حياتكم,BEI,لو في عدل بهالدني ما كان اي حدا بينحرم من حدا بيحبو اليوم انا وعايشة نعمة وجود يلي بحبهم حدي من بعد هالسنة اللعينة اللي قطعت علينا عم فكر كمان بكل شخص متالم بهالفترة او حزين او مشتاق او مستفقد او محتاج بتمنى من كل قلبي وروحي يصير شي او يوصل حدا ع حياتكم,Levant,BEI,Lebanon,Beirut,Levant,Lebanon,Beirut,2.056120708848854e-09,1.280447084397866e-05,1.3755499885627167e-06,8.302703172746163e-08,0.999893815161183,1.24968907809659e-07,1.4747745992584373e-05,8.276190728235142e-08,1.0154901434264214e-08,9.739288184089194e-08,2.4672015173701414e-09,1.621178305265001e-07,7.640492815958263e-05,8.162257880457933e-08,7.793005361209836e-11,2.0549654049119057e-07,1.6578893900981306e-07,1.8247869383849866e-06,9.739288184089194e-08,1.396471314701422e-07,0.9999977723061791,7.793005361209836e-11,3.8676098811655175e-05,2.4672015173701414e-09,2.0075376000229046e-09,4.420107287101919e-06,1.9853932430886115e-08,4.950857104758756e-08,9.256632699450378e-08,0.999893815161183,7.773334758624761e-08,6.09004372514424e-08,3.772882934792745e-05,1.3755499885627167e-06,1.2396467842817872e-09,1.1901031612805738e-07,1.280447084397866e-05,8.302703172746163e-08,2.004293248440879e-08,7.793005361209836e-11,8.162257880457933e-08,8.164739245670668e-10,8.648622436313318e-08,1.0327638705482454e-05,9.739288184089194e-08,6.964486037179161e-09,4.723556022341138e-08,3.1904153970850523e-09
33,النائب نفسه خرب الدنيا عندما إقترب أحدهم من إبنته و هي تحتفظ بأبنائها على عكس بنات الطائفة الكريمة و عندما حاول طليقها إيذاؤها واجهه بالسلاح يخفف من حِمل وجعكم أوقات نقطة ضو بتعبي كل العتمة بغمركم وببعتلكم حب كتير,BEI,النائب نفسه خرب الدنيا عندما اقترب احدهم من ابنته و هي تحتفظ بابنائها على عكس بنات الطائفة الكريمة و عندما حاول طليقها ايذاؤها واجهه بالسلاح يخفف من حمل وجعكم اوقات نقطة ضو بتعبي كل العتمة بغمركم وببعتلكم حب كتير,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Levant,Lebanon,Beirut,2.3742598168175687e-06,0.003351999295983673,6.3955857247667365e-06,0.000620560678599264,8.691907063890531e-06,0.00010453916826671139,0.0007374340639437946,2.215044506947251e-05,1.1535551655172915e-05,0.00011724261446513408,0.0017725560425460145,5.280086219600998e-05,0.00020436602757798437,0.005124721153229309,0.9859448109211152,0.0019178214227467958,0.0006427111236687365,0.007101739023896882,0.00011724261446513408,0.0018910050222847162,0.004302491294569342,0.9859448109211152,3.279698752750374e-05,0.0017725560425460145,2.076806770688886e-06,0.00036244918663641844,4.11945384632093e-06,1.901475998887887e-05,2.815359323579519e-05,8.691907063890531e-06,8.67306200818861e-05,1.5954184452462696e-05,0.00017156904005048062,6.3955857247667365e-06,1.9457422569082394e-06,3.943212442722629e-05,0.003351999295983673,0.000620560678599264,5.6325089713359226e-06,0.9859448109211152,0.005124721153229309,4.2851755990932943e-07,0.0018783892983195694,0.0003749848773073762,0.00011724261446513408,1.0756411395251917e-05,1.7808548184825288e-05,7.79140259920997e-07
34,حاسة حيصير انفجار نفسي عند هالبنات يلي بيعانو من ضغط بمجتمعهم بتخيل انو اغلبهم نفسيا حيتغيرو و ينحرفوا من هلا عم شوف و ارى الاعظم آت,BEI,حاسة حيصير انفجار نفسي عند هالبنات يلي بيعانو من ضغط بمجتمعهم بتخيل انو اغلبهم نفسيا حيتغيرو و ينحرفوا من هلا عم شوف و ارى الاعظم ات,Levant,SAL,Jordan,Salt,Levant,Lebanon,Beirut,1.2940609969730654e-08,0.379115204694967,7.929795356116117e-07,2.1111969237661936e-06,0.00017159636944148377,8.144244104237056e-06,0.6198106312709294,7.818060095501427e-07,6.28272952275775e-08,5.405967544916931e-07,8.728708235885529e-08,9.665320927983746e-07,0.0008809495244483698,1.0816201579056545e-06,4.628824131988473e-09,7.031480823703123e-06,2.8930029333163363e-06,9.872612610018763e-06,5.405967544916931e-07,8.30729909179322e-06,0.9999783818597863,4.628824131988473e-09,0.0001694475654138121,8.728708235885529e-08,2.6437612739581213e-08,8.842079241547462e-05,1.0348004308977021e-07,1.8012959682195882e-07,5.804154297197492e-07,0.00017159636944148377,4.059065850031303e-06,6.518883537207912e-07,0.0007115019590345577,7.929795356116117e-07,6.78187937071881e-09,3.772356279399884e-06,0.379115204694967,2.1111969237661936e-06,2.0598706625666658e-07,4.628824131988473e-09,1.0816201579056545e-06,6.158730599011844e-09,3.2591245443032394e-06,0.619722210478514,5.405967544916931e-07,4.656431900114139e-08,4.085178254205754e-06,1.6262976226436107e-08
35,الحفرة هاذي هي سبب من أسباب موت هاالنوارة الله يرحمها و ينعمها و إن شاء الله ربي يتقبلها بالرحمة,TUN,الحفرة هاذي هي سبب من اسباب موت هاالنوارة الله يرحمها و ينعمها و ان شاء الله ربي يتقبلها بالرحمة,Maghreb,SFX,Tunisia,Sfax,Maghreb,Tunisia,Tunis,9.843146889454953e-08,3.188232716563524e-07,1.4480683477291743e-05,1.9847572882717183e-07,3.742451358193097e-08,0.0025582242334682846,1.6847861793064784e-06,1.6564282852735483e-07,0.9974054185911629,1.6711827317643883e-06,9.067039531386172e-06,2.3975205169057012e-06,2.9034549363013434e-07,1.4943568381748155e-06,6.913017462702971e-09,4.445549771426365e-06,3.6411855735452666e-07,2.2818110603798626e-05,1.6711827317643883e-06,0.9999728082956315,2.3313794581748963e-06,6.913017462702971e-09,3.547071588435305e-08,9.067039531386172e-06,2.712887448105663e-09,7.13627688208031e-08,4.840512416558729e-08,9.233724506323715e-07,1.2879978812093118e-06,3.742451358193097e-08,3.1715890999027824e-05,1.1452481691366189e-07,2.548747777457813e-07,1.4480683477291743e-05,3.601690629229467e-08,6.174999620394183e-07,3.188232716563524e-07,1.9847572882717183e-07,1.861501850640181e-07,6.913017462702971e-09,1.4943568381748155e-06,6.241456260225486e-08,3.828049809386947e-06,1.6134234104856752e-06,1.6711827317643883e-06,0.9973242594078947,0.0025265083424692567,8.115918326822609e-05
36,الحمد لله مانيش مروح حتى تتفض جملة حكاية هالمرض و بعد يعمل ربي دليل,TUN,الحمد لله مانيش مروح حتى تتفض جملة حكاية هالمرض و بعد يعمل ربي دليل,Maghreb,SFX,Tunisia,Sfax,Maghreb,Tunisia,Tunis,3.913288683905144e-08,4.22803195654067e-08,4.604110141372926e-08,6.081894581113619e-08,6.042326438793895e-08,2.2515548575194982e-06,1.1912666766358075e-06,3.311235866248473e-08,0.9999372774320522,1.822261133189142e-08,5.819015530198832e-05,2.050857896271238e-07,5.2531756688400615e-08,2.0587007964565952e-07,5.563366994633524e-10,3.255156610043528e-07,9.393130447362092e-08,7.825126316908654e-07,1.822261133189142e-08,0.9999977582750985,1.3465020172775536e-06,5.563366994633524e-10,1.0661350829793813e-08,5.819015530198832e-05,3.4555931810101717e-09,1.1662271545173702e-08,7.257410883139263e-09,5.8170705676972317e-08,1.2284325724026464e-07,6.042326438793895e-08,6.725987894904483e-07,2.2399354598335297e-08,4.18704058586068e-08,4.604110141372926e-08,6.6831922970869034e-09,8.351792767616865e-08,4.22803195654067e-08,6.081894581113619e-08,2.4071826709886828e-08,5.563366994633524e-10,2.0587007964565952e-07,3.244969454196454e-08,2.4199773332818414e-07,1.1796044050906337e-06,1.822261133189142e-08,0.904945407894841,1.57895606802905e-06,0.09499186953721117
37,الخامجة هذي و اتباعها معطلين مصالحنا و البرلمان ردوه سرك وكان مش باش نوقفوها عند حدها البلاد باش تمشي في هاوية,TUN,الخامجة هذي و اتباعها معطلين مصالحنا و البرلمان ردوه سرك وكان مش باش نوقفوها عند حدها البلاد باش تمشي في هاوية,Maghreb,TUN,Tunisia,Tunis,Maghreb,Tunisia,Tunis,6.6227377664737154e-09,8.352438759406388e-10,7.812961887593643e-10,2.2214447430049275e-10,1.6807950787332176e-10,4.0332942149986785e-06,1.854823758904882e-09,5.614950878698486e-10,0.9999957634850588,7.038051193143767e-10,1.878401409397136e-07,6.745981255907543e-10,2.2371805261718173e-10,4.4043331992200204e-10,5.279510871351932e-12,2.2869304810772792e-09,7.836395621703414e-10,4.1832581153494e-09,7.038051193143767e-10,0.9999999912421526,3.0818651953360244e-09,5.279510871351932e-12,7.955472166613305e-11,1.878401409397136e-07,1.4514425794664759e-11,1.026487797960165e-10,6.195852378503764e-11,3.386073817462135e-10,1.3036279663975644e-10,1.6807950787332176e-10,4.601641457373659e-08,4.850221382901462e-10,1.4416333095104868e-10,7.812961887593643e-10,9.137301378403458e-10,2.851249545606116e-10,8.352438759406388e-10,2.2214447430049275e-10,2.0562794720478446e-10,5.279510871351932e-12,4.4043331992200204e-10,5.70900762863337e-09,2.001805526516668e-09,1.7521749791088655e-09,7.038051193143767e-10,0.00040592658480788135,3.987277800424942e-06,0.9995898369002509
38,صحيح حتى البقية مايصلحوش اما صدقوني هذي باش ترجعنا قرون للوراء وحدة نازية فاشية دكتاتورة كيف بوها لحنين و خاصة عميلة ووجودها في المجلس عندو أهداف لأجندات أجنبية,TUN,صحيح حتى البقية مايصلحوش اما صدقوني هذي باش ترجعنا قرون للوراء وحدة نازية فاشية دكتاتورة كيف بوها لحنين و خاصة عميلة ووجودها في المجلس عندو اهداف لاجندات اجنبية,Maghreb,TUN,Tunisia,Tunis,Maghreb,Tunisia,Tunis,3.01607791106098e-09,3.106117609278359e-10,7.763275908518075e-10,1.8446483819367668e-10,1.8288780282847653e-10,4.3860275659561774e-08,5.437960987004663e-09,1.0052424368629102e-10,0.9999998606598199,2.010295574394446e-10,6.574480732081911e-08,1.621735121882036e-09,6.185358931246783e-10,1.644010019226471e-09,7.31836592775537e-12,1.5633612870260743e-08,2.849890818799677e-10,1.967568560222106e-08,2.010295574394446e-10,0.9999999732809808,6.549996443885653e-09,7.31836592775537e-12,5.0269920116082757e-11,6.574480732081911e-08,4.274731346600409e-12,7.649739214546995e-11,3.039524402839617e-11,9.739605782744778e-10,4.385647617089754e-10,1.8288780282847653e-10,4.915462621681501e-09,6.585426831129444e-11,5.682659730085956e-10,7.763275908518075e-10,1.6025948034479248e-09,7.795234188613181e-10,3.106117609278359e-10,1.8446483819367668e-10,2.0920978189858283e-10,7.31836592775537e-12,1.644010019226471e-09,1.4134831076130555e-09,1.4854089451399426e-08,5.361463594859193e-09,2.010295574394446e-10,0.0025912868651135445,3.894481303788027e-08,0.9974085737947064
39,في كل ماتش متع بالميراس تهزو للستاد وبما انو ما يشوفش تقعد تحكيلو على كل هجمة ولا فرصة باش ولدها يعيش اللحظة اي نعم هاذي حاجة مالحاجات الي ما تنجم كان الام تعملهم لولدها ببرشا صبر ومحبة وربي يخليلكم امهاتكم ويرحم الي توفاو,TUN,في كل ماتش متع بالميراس تهزو للستاد وبما انو ما يشوفش تقعد تحكيلو على كل هجمة ولا فرصة باش ولدها يعيش اللحظة اي نعم هاذي حاجة مالحاجات الي ما تنجم كان الام تعملهم لولدها ببرشا صبر ومحبة وربي يخليلكم امهاتكم ويرحم الي توفاو,Maghreb,SFX,Tunisia,Sfax,Maghreb,Tunisia,Tunis,1.0370017032274809e-10,7.275070804299671e-11,5.074197951271457e-11,6.108343158709686e-11,1.4150203806960803e-11,6.882163707652583e-09,9.952287447903403e-10,8.904361819225291e-11,0.9999999801770458,8.240068032224326e-11,1.060325074978673e-08,4.532873478523522e-10,5.0706771161615894e-11,2.0027861411079717e-10,1.0308079637806442e-12,1.6313669917196982e-10,1.5012704977934977e-10,8.674446406478337e-10,8.240068032224326e-11,0.9999999977661604,1.1328364278019137e-09,1.0308079637806442e-12,1.996476075544396e-11,1.060325074978673e-08,1.4294507560463647e-12,2.4598248970814695e-11,4.1463985587398936e-11,2.0428501857879198e-10,1.4486642435732788e-10,1.4150203806960803e-11,1.5455895359498851e-09,4.615018184880761e-11,3.0742010406171936e-11,5.074197951271457e-11,4.736464011228134e-11,5.598971309960948e-11,7.275070804299671e-11,6.108343158709686e-11,1.041359049162323e-10,1.0308079637806442e-12,2.0027861411079717e-10,5.633553021046675e-11,1.0714698607236033e-10,9.706304958195257e-10,8.240068032224326e-11,0.9817902478487349,5.336574171702698e-09,0.01820973232831086
40,مش زي الام الأمريكية يللي رمت بولدها المتوحد في البحيرة بارادتها وكامل قواها العقلية وهربت عنه وخلاته يموت وحده,TUN,مش زي الام الامريكية يللي رمت بولدها المتوحد في البحيرة بارادتها وكامل قواها العقلية وهربت عنه وخلاته يموت وحده,Maghreb,BEN,Libya,Benghazi,Maghreb,Tunisia,Tunis,4.5311089669070294e-07,0.047972938447565706,0.00141838874482877,0.0005388728697777502,1.6877673738916455e-05,0.5450471601184441,0.01864869510312405,0.08564002641162499,3.7732488813310513e-06,0.00027515287495812095,7.489979091237416e-07,0.0005175079579747564,0.0040064855912825045,0.0007479545215150702,1.16858231158778e-07,0.29516484746924676,0.08617889928140274,0.29784869869356534,0.00027515287495812095,0.5450521354761313,0.07064499681571118,1.16858231158778e-07,3.962872938441771e-05,7.489979091237416e-07,9.537969029487464e-05,0.007437737226317204,0.011716592536189244,5.5784185558601375e-05,0.0004607427977212595,1.6877673738916455e-05,0.5387863740283052,0.07382805418514088,0.003966856861898087,0.00141838874482877,4.029719986867077e-07,0.29296231363494124,0.047972938447565706,0.0005388728697777502,9.809746948955742e-07,1.16858231158778e-07,0.0007479545215150702,5.013889800399519e-08,0.0022025338343055123,0.011210957876806848,0.00027515287495812095,2.3044212464954166e-06,0.00626078609013897,1.4688276348356347e-06
41,ولما اكتشفو جريمتها وواجهوها بللي عملاتو لولدها قالت حجتها الواهية انه ولدها أصبح عبئ عليها من بعد أزمة الكورونا وعلى أساس قررت انها تموته باش يكون في مكان أفضل حسب خيالها,TUN,ولما اكتشفو جريمتها وواجهوها بللي عملاتو لولدها قالت حجتها الواهية انه ولدها اصبح عبئ عليها من بعد ازمة الكورونا وعلى اساس قررت انها تموته باش يكون في مكان افضل حسب خيالها,Nile Basin,CAI,Egypt,Cairo,Maghreb,Tunisia,Tunis,6.114746918185566e-06,0.10034745522001892,0.0010804783338504678,0.0011228132432487725,5.0751486938332737e-05,0.005597784859538925,0.010678907726941748,0.8074690099341383,0.00015578627383043537,0.0006626750672651851,9.535955833152559e-05,0.0005986252928593114,0.0033471160715917094,0.005279259289041755,5.399174432652568e-06,0.063502463721054,0.8085918231773871,0.07046082663680553,0.0006626750672651851,0.005855045438619071,0.1144242305054907,5.399174432652568e-06,0.00015984655468550147,9.535955833152559e-05,0.00030363065827835705,0.004218168346548136,0.005407711240826407,0.00021838021607039747,0.00035316946930180284,5.0751486938332737e-05,0.001428010128815614,0.8017576680350336,0.003187269516906208,0.0010804783338504678,4.0776398915535755e-06,0.04359064881650945,0.10034745522001892,0.0011228132432487725,2.7075607487111055e-05,5.399174432652568e-06,0.005279259289041755,2.03710702663199e-06,0.019911814904544543,0.006460739380393612,0.0006626750672651851,0.00012656505023790236,0.004169774730723311,2.9221223592533005e-05
42,في زمن الكورونا البنات ولاو يعشقو الذكر اللي يصبغ شعرو و يلبس بلوطة و يريقل حواجبو شاب تونسي صاحب صوت خيالي,TUN,في زمن الكورونا البنات ولاو يعشقو الذكر اللي يصبغ شعرو و يلبس بلوطة و يريقل حواجبو شاب تونسي صاحب صوت خيالي,Maghreb,TUN,Tunisia,Tunis,Maghreb,Tunisia,Tunis,5.847146295049918e-06,0.000432495532955289,0.00014715747414555715,0.0005400003693491922,0.00014538759585276987,0.0008256606536303528,0.009384133755387453,3.785102330279327e-05,0.9857598179061002,7.471867251153585e-05,0.001571799663276868,2.5274898315558616e-05,3.851610351306785e-05,3.8949388691622084e-05,2.9228902249145915e-08,0.0009723605877704193,0.0005778513926519855,0.001183742348923157,7.471867251153585e-05,0.9881631253693025,0.010000532987708581,2.9228902249145915e-08,9.258220310108071e-06,0.001571799663276868,5.044083277200404e-07,9.855007919258792e-05,4.722835776077343e-06,5.496489204019448e-06,1.415854161355713e-05,0.00014538759585276987,0.0005687756167089288,3.262377919899588e-05,2.925788320295978e-05,0.00014715747414555715,9.549621083234359e-07,0.00010979839862030282,0.000432495532955289,0.0005400003693491922,5.619867497982036e-06,2.9228902249145915e-08,3.8949388691622084e-05,4.892184186726483e-06,0.0008625621891501165,0.009285583676194866,7.471867251153585e-05,0.06743615406041326,0.000256885036921424,0.918323663845687
43,علاش راكم تديرو لبلادكم هكذا علاش علاش راكم تقسمو في بلادكم شوفو لسوريا وليبيا والعراق علاش تبعو في العملاء كل مجموعة تسيرها دولة حتى تتقسم تونس الشقيقة,TUN,علاش راكم تديرو لبلادكم هكذا علاش علاش راكم تقسمو في بلادكم شوفو لسوريا وليبيا والعراق علاش تبعو في العملاء كل مجموعة تسيرها دولة حتى تتقسم تونس الشقيقة,Maghreb,SFX,Tunisia,Sfax,Maghreb,Tunisia,Tunis,0.07910764262595738,6.833519996007645e-07,2.581741737610429e-06,6.137566535876097e-07,2.9698451393656233e-07,0.0005788874801247125,2.6354981274321453e-06,6.845872142427115e-07,0.7696340057488508,2.0721338586002675e-06,0.15064934397152527,1.6243849941506106e-06,1.884997305537461e-06,3.0319415373161618e-06,6.271148936361682e-08,1.3948084110656822e-05,1.2983438678303213e-06,2.1186152379734024e-05,2.0721338586002675e-06,0.9999698798264581,5.500831946506933e-06,6.271148936361682e-08,7.318859379286064e-07,0.15064934397152527,4.196558685648064e-08,4.6602696618958715e-07,1.450910896926342e-07,8.114269085625412e-07,6.217856995596647e-07,2.9698451393656233e-07,2.3917975258900024e-05,4.975305376935967e-07,1.1531113676088546e-06,2.581741737610429e-06,0.0004973761242674464,7.691118792807191e-06,6.833519996007645e-07,6.137566535876097e-07,1.9117238602840468e-07,6.271148936361682e-08,3.0319415373161618e-06,0.07861026650168992,6.256965317849631e-06,2.169471161242558e-06,2.0721338586002675e-06,0.759534787727514,0.0005549695048658125,0.010099218021336709
44,ونعم الام مش زي الام الأمريكية يللي رمت بولدها المتوحد في البحيرة بارادتها وكامل قواها العقلية وهربت عنه وخلاته يموت وحده.. ولما اكتشفو جريمتها وواجهوها بللي عملاتو لولدها,TUN,ونعم الام مش زي الام الامريكية يللي رمت بولدها المتوحد في البحيرة بارادتها وكامل قواها العقلية وهربت عنه وخلاته يموت وحده ولما اكتشفو جريمتها وواجهوها بللي عملاتو لولدها,Nile Basin,CAI,Egypt,Cairo,Maghreb,Tunisia,Tunis,2.447773700106028e-07,0.013765030492300677,0.00014664403906976392,0.0001962029242870772,6.4094405414413884e-06,0.0031832919418000013,0.002211254695124814,0.9754752097561382,1.6374757676373498e-06,7.083278817872719e-05,3.95779158190291e-07,3.570050622314026e-05,0.0006880351039530061,6.396416703696092e-05,6.172967874474597e-08,0.004155084383371597,0.9756714126804253,0.004401393095701463,7.083278817872719e-05,0.0031855699740958397,0.01667072973191994,6.172967874474597e-08,1.6806773790386646e-05,3.95779158190291e-07,0.00010989287567241102,0.0011134736010750361,0.013519532175923403,1.1883971338821243e-05,2.343645652947891e-05,6.4094405414413884e-06,0.0020250403827356787,0.9618457847045424,0.0006712283301626194,0.00014664403906976392,1.8494179753548665e-07,0.004057110941840159,0.013765030492300677,0.0001962029242870772,3.8007835484010815e-07,6.172967874474597e-08,6.396416703696092e-05,5.98355724751161e-08,9.797344153143822e-05,0.0010977810940497777,7.083278817872719e-05,1.1581036074809763e-06,0.0011582515590643225,4.793721601563736e-07
45,قالت حجتها الواهية انه ولدها أصبح عبئ عليها من بعد أزمة الكورونا وعلى أساس قررت انها تموته باش يكون في مكان أفضل حسب خيالها,TUN,قالت حجتها الواهية انه ولدها اصبح عبئ عليها من بعد ازمة الكورونا وعلى اساس قررت انها تموته باش يكون في مكان افضل حسب خيالها,Gulf,RIY,Saudi Arabia,Riyadh,Maghreb,Tunisia,Tunis,9.250825561929298e-07,0.008322849403321684,0.0007697445796735394,0.0002196597572742613,6.197383900751353e-06,0.0011325903224661711,0.0030002362363183797,0.0004829920551047722,5.6673912388738235e-05,0.00016535504960484942,3.7099100097861706e-05,0.00024155521343501214,0.0006646399617531901,0.006643075831604065,2.562909680200704e-06,0.9782538432008204,0.0007026518123790335,0.985908218825533,0.00016535504960484942,0.0012272884175089642,0.011993922985294005,2.562909680200704e-06,2.6539626827115205e-05,3.7099100097861706e-05,6.262578024034323e-06,0.00084661744680596,6.781972574952102e-05,0.00010090269769854457,0.00012773732127884,6.197383900751353e-06,0.0005260706117831071,0.00040890975133121686,0.0006381003349260749,0.0007697445796735394,7.627435716712778e-07,0.01986111014199419,0.008322849403321684,0.0002196597572742613,1.2915194457627552e-05,2.562909680200704e-06,0.006643075831604065,1.6233898452165205e-07,0.9583927330588262,0.00215361878951242,0.00016535504960484942,4.635637487904302e-05,0.0006065197106830641,1.0317537509695219e-05
46,الصويردات مشاو على رواحهم يرحم والديك هبّطها راو تاعب بارش مسكين و ما لقاش شكون ياقف معاه ؛ خلّي صوتو يوصل,TUN,الصويردات مشاو على رواحهم يرحم والديك هبطها راو تاعب بارش مسكين و ما لقاش شكون ياقف معاه  خلي صوتو يوصل,Maghreb,SFX,Tunisia,Sfax,Maghreb,Tunisia,Tunis,3.6467028077659766e-08,1.2686668490476318e-07,4.4349735704370796e-08,1.2718599613588803e-08,6.8974390380091475e-09,1.4752539583650883e-06,3.65433628874134e-07,1.0246309339975993e-08,0.9999969029089555,1.5399573017923966e-07,5.510690683482936e-07,8.0181452367695e-08,3.613479888583825e-08,2.0241304771413945e-08,2.0123795240333185e-11,1.7721518240818381e-07,2.2964908953564795e-08,3.2198767525166357e-07,1.5399573017923966e-07,0.9999989656990103,5.353325517027446e-07,2.0123795240333185e-11,8.737924871874125e-09,5.510690683482936e-07,3.3543567833309284e-10,1.956586696828588e-08,1.4961597816576476e-09,2.6577453741610984e-08,4.9247924889834595e-08,6.8974390380091475e-09,5.332877029568061e-07,8.414713879985253e-09,2.739687401396412e-08,4.4349735704370796e-08,2.1857102154063042e-09,4.2006716176945595e-08,1.2686668490476318e-07,1.2718599613588803e-08,4.356073736249416e-09,2.0123795240333185e-11,2.0241304771413945e-08,3.428131786225346e-08,1.3520846623123822e-07,3.4586776190584815e-07,1.5399573017923966e-07,0.9890682650454388,9.419662554082821e-07,0.010928637863516711
47,إن شاء الله أي واحد يشوف التصاور هاذم و النساء الي ظهوراتها مقوسة يعاود يخمم ألف مرة قبل ما يلوح حاجة في الشارع,TUN,ان شاء الله اي واحد يشوف التصاور هاذم و النساء الي ظهوراتها مقوسة يعاود يخمم الف مرة قبل ما يلوح حاجة في الشارع,Maghreb,SFX,Tunisia,Sfax,Maghreb,Tunisia,Tunis,5.244436541072873e-09,1.6671487115330302e-09,5.747514863724895e-08,7.80646879227272e-09,1.0649858002846984e-09,3.702419560374487e-05,1.670255191091267e-08,5.353983305550558e-09,0.999962459337369,2.9697596494996094e-08,2.3785210217189399e-07,8.250818652591873e-08,3.730552932215654e-09,1.246661331627768e-08,1.072095247476431e-10,5.479004253236823e-08,1.3160452097823278e-08,2.072399910118136e-07,2.9697596494996094e-08,0.9999997266295115,2.3165239354946056e-08,1.072095247476431e-10,3.9111079240987585e-10,2.3785210217189399e-07,7.605624400388008e-11,7.272612871741935e-10,1.9907372578436856e-09,4.389666682833789e-08,3.5494630100447046e-08,1.0649858002846984e-09,6.449599869439625e-07,3.287189803702992e-09,3.3394421398057786e-09,5.747514863724895e-08,2.7801159208573323e-09,2.6296628078382077e-08,1.6671487115330302e-09,7.80646879227272e-09,3.1168895971338058e-09,1.072095247476431e-10,1.246661331627768e-08,2.4643206202155412e-09,2.8493414453986153e-08,1.5975290623738478e-08,2.9697596494996094e-08,0.9998968016289409,3.63792356168009e-05,6.565770842816575e-05
48,راجل سيد الرجال ربي يعينك نشالله حشاك انتي عون بلدي انتي الي بلاش بيك دود ياكلنا والزبال هوا في مخو ومنطقو وقلة تربية متاعهم الله وانتي الله يعنيك بلادك كلبة وناسها اللطف,TUN,راجل سيد الرجال ربي يعينك نشالله حشاك انتي عون بلدي انتي الي بلاش بيك دود ياكلنا والزبال هوا في مخو ومنطقو وقلة تربية متاعهم الله وانتي الله يعنيك بلادك كلبة وناسها اللطف,Maghreb,SFX,Tunisia,Sfax,Maghreb,Tunisia,Tunis,2.7189163418635097e-08,2.636959114688731e-09,2.1560151814312052e-08,2.6260326092101556e-09,1.7092268441010714e-09,2.099587369879955e-06,1.1284842529238691e-08,8.970471648052479e-09,0.9999974972835124,1.021348803059178e-08,2.3257703016811344e-07,4.570826869948924e-08,2.933944478171327e-09,5.169067680291684e-09,5.3588274916898384e-11,3.04968825909025e-08,1.1596504257262634e-08,1.0293437078499548e-07,1.021348803059178e-08,0.9999998566370758,1.856497296619982e-08,5.3588274916898384e-11,6.730356461027036e-10,2.3257703016811344e-07,3.1335117531399835e-11,1.6229222439063469e-09,1.728730677346172e-09,2.1068668257107115e-08,2.2117249224842373e-08,1.7092268441010714e-09,6.959072441741892e-08,7.210405853174906e-09,2.2609088320686234e-09,2.1560151814312052e-08,6.679578483064561e-09,2.351300660435803e-08,2.636959114688731e-09,2.6260326092101556e-09,2.5223512175397503e-09,5.3588274916898384e-11,5.169067680291684e-09,2.0509584935570538e-08,6.983875986544472e-09,9.661920285332344e-09,1.021348803059178e-08,0.9999720354813559,2.029996645462536e-06,2.5461802156427625e-05
