,sentence,label,allpredict sentence,predict_region,predict_label,predict_country,predict_city,region,country,city,Morocco,Palestine,Qatar,Sudan,Lebanon,Libya,Jordan,Egypt,Tunisia,Yemen,Algeria,Iraq,Syria,Oman,Modern Standard Arabic,Saudi Arabia,Nile Basin,Gulf,Gulf of Aden,Maghreb,Levant,Modern Standard Arabic,Aleppo,Algiers,Alexandria,Amman,Aswan,Baghdad,Basra,Beirut,Benghazi,Cairo,Damascus,Doha,Fes,Jeddha,Jerusalem,Khartoum,Mosul,Modern Standard Arabic,Muscat,Rabat,Riyadh,Salt,Sana'a,Sfax,Tripoli,Tunis
49,توة عندي أكثر من جمعتين كل من نوصل ولدي يقرأ نرا مرا الصباح شدا ولدها تكركر فيه بش تهزو يقرأ بالسيف و كي توصل قدام المكتب الطفل يدز أمو و يهرب يجري لا يخاف لا من كراهب ولا من حتى شيء المهم يهرب من المكتب حبيت نسألها,TUN,توة عندي اكثر من جمعتين كل من نوصل ولدي يقرا نرا مرا الصباح شدا ولدها تكركر فيه بش تهزو يقرا بالسيف و كي توصل قدام المكتب الطفل يدز امو و يهرب يجري لا يخاف لا من كراهب ولا من حتى شيء المهم يهرب من المكتب حبيت نسالها,Maghreb,SFX,Tunisia,Sfax,Maghreb,Tunisia,Tunis,6.752571817998004e-07,2.9524155375134683e-08,2.477698232898902e-08,5.689647278352734e-08,1.0853782917295563e-08,4.451886615917344e-06,3.0617952910960695e-07,4.937271197287533e-08,0.98176536334891,6.426484309433448e-08,0.018226522915781813,1.682081543510234e-07,2.150846891067998e-08,4.1768081337230047e-07,1.538437878930441e-08,1.8219412175134273e-06,1.0626918475640266e-07,2.43260716756574e-06,6.426484309433448e-08,0.9999970134084895,3.6806593631271717e-07,1.538437878930441e-08,5.302603568178613e-09,0.018226522915781813,8.699951854295212e-10,9.092649964227334e-09,1.2576631902985059e-08,6.958285271716202e-08,7.83172772709049e-08,1.0853782917295563e-08,9.765455458728925e-07,3.5926084884460746e-08,1.6205865342501365e-08,2.477698232898902e-08,9.910976092985989e-08,9.788513996477003e-07,2.9524155375134683e-08,5.689647278352734e-08,2.0308024362956463e-08,1.538437878930441e-08,4.1768081337230047e-07,5.761474208699405e-07,8.43089817865727e-07,2.9708687914537963e-07,6.426484309433448e-08,0.9810120291466661,3.475341070044452e-06,0.0007533342022438788
50,أما بحكم إنو ماناش فرد مكتب كي نبدي راجعة ما نراهاش ياخي ليوم ريتها و كي العادة ولدها يبكي بالشهقة مشيتلو قتلو علاش تبكي قالي قلها تسيبني نحب نهرب وما نحبش نمشي نقرا قتلو علاش قالي المعلمة كل يوم تشوي فيا بالعصا وتقلي يا بهيم نخاف منها منعني أمان سخفني و حمملي قلبي كلمت أمو قلتلها إمشي للمعلمة وكلمها يا خي هبططت راسها قاتلي مشيتلها أما باقي عبددتو الله غالب,TUN,اما بحكم انو ماناش فرد مكتب كي نبدي راجعة ما نراهاش ياخي ليوم ريتها و كي العادة ولدها يبكي بالشهقة مشيتلو قتلو علاش تبكي قالي قلها تسيبني نحب نهرب وما نحبش نمشي نقرا قتلو علاش قالي المعلمة كل يوم تشوي فيا بالعصا وتقلي يا بهيم نخاف منها منعني امان سخفني و حمملي قلبي كلمت امو قلتلها امشي للمعلمة وكلمها يا خي هبططت راسها قاتلي مشيتلها اما باقي عبددتو الله غالب,Maghreb,SFX,Tunisia,Sfax,Maghreb,Tunisia,Tunis,1.181719844061087e-06,1.296832917613434e-07,4.4698686961783076e-08,6.846745234746676e-08,8.08520148474268e-08,9.199080165012961e-05,5.103286239974965e-07,1.5358996047830188e-07,0.9998971784913264,5.026961764975318e-07,6.908125601014168e-06,5.967837166557846e-07,2.1777118162930609e-07,4.391457651194522e-08,3.3655726720007155e-09,3.8871032397569127e-07,2.2205741282576864e-07,1.074107304105204e-06,5.026961764975318e-07,0.9999972591384216,9.386351122355727e-07,3.3655726720007155e-09,8.9210497067813e-08,6.908125601014168e-06,2.1185973245496226e-09,6.404227656673402e-08,6.022586524423386e-08,1.916549967619367e-07,1.8249924057676236e-07,8.08520148474268e-08,6.4888356433547055e-06,9.124549790951839e-08,1.2856068456149309e-07,4.4698686961783076e-08,2.429723748739387e-07,2.4008385682640635e-07,1.296832917613434e-07,6.846745234746676e-08,2.2262947931708556e-07,3.3655726720007155e-09,4.391457651194522e-08,9.387474691871484e-07,1.4862646714928495e-07,4.462863474307624e-07,5.026961764975318e-07,0.9938866254604173,8.55019660067749e-05,0.0060105530309091364
51,حيطنا قصير و ما عندي حد و ولات تبكي قلتلها أختي شببك قاتلي راجلي هارب عليا عندو 3سنين وأنا ما عنديش حد بش ياقفلي و ياخولي حقي,TUN,حيطنا قصير و ما عندي حد و ولات تبكي قلتلها اختي شببك قاتلي راجلي هارب عليا عندو 3سنين وانا ما عنديش حد بش ياقفلي و ياخولي حقي,Maghreb,TUN,Tunisia,Tunis,Maghreb,Tunisia,Tunis,3.102632041728806e-07,1.052479361518178e-06,5.449001913403704e-07,5.436154961660699e-07,8.027412381320522e-07,0.13422655671876688,1.5676762394168064e-06,4.931828059346802e-07,0.8657549606310201,1.4674253751782161e-06,9.34594240921949e-06,3.3462056605181073e-07,3.599671774607662e-07,1.587255758244959e-07,4.700674293617302e-10,1.500640505105218e-06,1.03679830210075e-06,2.5388868383218952e-06,1.4674253751782161e-06,0.9999911735554003,3.782864016527803e-06,4.700674293617302e-10,7.712960741027743e-08,9.34594240921949e-06,2.205919239361072e-09,1.8496073388624294e-07,3.663715372999567e-08,1.0636118540643603e-07,1.275201583543611e-07,8.027412381320522e-07,0.00035357510223198147,4.5433973296532344e-07,2.8283757005048876e-07,5.449001913403704e-07,6.83869458831811e-08,7.238827482131267e-07,1.052479361518178e-06,5.436154961660699e-07,1.0073922229101359e-07,4.700674293617302e-10,1.587255758244959e-07,2.418762582896995e-07,7.767577568920914e-07,1.3827155055305636e-06,1.4674253751782161e-06,0.02034719281428847,0.1338729816165349,0.8454077678167317
52,ورغم إنو لمرا هي و ولدها كانت باينا عليهم ملامح الخصاصة والفقر إلا إنها ما شكاتش مالفقر قتلي نحب شكون ياقف لولدي ويكلم المعلمة نحب ولدي يتعلم,TUN,ورغم انو لمرا هي و ولدها كانت باينا عليهم ملامح الخصاصة والفقر الا انها ما شكاتش مالفقر قتلي نحب شكون ياقف لولدي ويكلم المعلمة نحب ولدي يتعلم,Maghreb,TUN,Tunisia,Tunis,Maghreb,Tunisia,Tunis,3.836750664287421e-08,1.3503393465086455e-07,3.8791940565628996e-08,2.5652711489523943e-08,5.9583120529078605e-09,3.876283842939249e-06,1.402761778353616e-06,1.0756539722832652e-08,0.9999929485927398,3.643229942132641e-08,6.476434493059691e-07,6.42270349486354e-08,3.071557781746755e-08,1.704211692530048e-07,3.0981334415461185e-10,5.680513496322522e-07,3.6409251212356595e-08,8.414914943995215e-07,3.643229942132641e-08,0.9999975108875387,1.5744696028748558e-06,3.0981334415461185e-10,7.664364549777387e-09,6.476434493059691e-07,2.4725510170734434e-10,8.884013478622595e-09,3.238438345912765e-09,1.5686383502451403e-08,1.8792979373679505e-08,5.9583120529078605e-09,1.897262904688207e-06,7.270846275212544e-09,2.3051213267690162e-08,3.8791940565628996e-08,5.963553680047456e-09,6.162042570343701e-08,1.3503393465086455e-07,2.5652711489523943e-08,2.9747672072504482e-08,3.0981334415461185e-10,1.704211692530048e-07,3.240395296282675e-08,5.064309239288152e-07,1.3938777648749932e-06,3.643229942132641e-08,0.0793090731902062,1.979020938251042e-06,0.9206838754025336
53,هكاكة و جاو زوز نساء أخرين يشكيو مالمعلمة أو الغولة اللي مخوفا صغيرات السنة الأولي اللي مازالو كي حطو ساقيهم في بداية مسيرتهم التعليمية قلتلهم إشكيو قالولي كلمنا المدير أما حكاية فارغة و هذا الكلو يرجع لغياب إطارات الدولة وتهميش أهم قطاع,TUN,هكاكة و جاو زوز نساء اخرين يشكيو مالمعلمة او الغولة اللي مخوفا صغيرات السنة الاولي اللي مازالو كي حطو ساقيهم في بداية مسيرتهم التعليمية قلتلهم اشكيو قالولي كلمنا المدير اما حكاية فارغة و هذا الكلو يرجع لغياب اطارات الدولة وتهميش اهم قطاع,Maghreb,TUN,Tunisia,Tunis,Maghreb,Tunisia,Tunis,2.4763195241663854e-08,2.4850169706587538e-08,1.1602950158928135e-07,3.612312442982445e-08,1.0789134604288283e-08,1.8571360821026473e-06,3.3892852276627255e-07,2.860600001433099e-08,0.9999823250364895,1.3114382473632267e-07,3.7025225341818113e-06,1.8215113136676124e-07,8.606556434811631e-09,6.14892105113042e-08,4.08857398720311e-10,1.1151415665396777e-05,6.472912444415545e-08,1.1511085508864125e-05,1.3114382473632267e-07,0.9999879094583011,3.8317438351196e-07,4.08857398720311e-10,2.5811540601229565e-09,3.7025225341818113e-06,3.756593950862548e-10,6.775038335909604e-09,7.474321125850385e-09,8.605912424687153e-08,7.079893764004125e-08,1.0789134604288283e-08,2.641637477311057e-07,2.0756019493394353e-08,6.025402374688675e-09,1.1602950158928135e-07,5.814038205085044e-09,2.0988507934055174e-07,2.4850169706587538e-08,3.612312442982445e-08,2.5293069479848455e-08,4.08857398720311e-10,6.14892105113042e-08,1.894915703657881e-08,1.0941530586056225e-05,3.3215348443036294e-07,1.3114382473632267e-07,0.24700623292715637,1.5929723343715415e-06,0.7529760921093331
54,يقوم عليه مستقبل الأجيال القادمة و مستقبل الدولة أنا نطلب من كل أعضاء الڨروب أي حد عندو سلطة أو معارف في قطاع التعليم إنو يوصل صوت هالصغيرات على فكرة المكتب هذا هو مكتب سيدي العلوي باب سعدون و الله لا يضيع أجر المحسنين و حسبي الله و نعم الوكيل.,TUN,يقوم عليه مستقبل الاجيال القادمة و مستقبل الدولة انا نطلب من كل اعضاء الڨروب اي حد عندو سلطة او معارف في قطاع التعليم انو يوصل صوت هالصغيرات على فكرة المكتب هذا هو مكتب سيدي العلوي باب سعدون و الله لا يضيع اجر المحسنين و حسبي الله و نعم الوكيل,Gulf,RIY,Saudi Arabia,Riyadh,Maghreb,Tunisia,Tunis,7.156720652718512e-06,5.561179003036919e-05,0.0029090651442862906,0.0004882465594861453,9.01434741806293e-06,0.0041756378431457,0.018876903587307595,4.813042196891556e-05,0.10540806910262038,0.0030202619580872564,0.0002503346469104498,0.0006533821323104702,2.2389523372287022e-05,0.001267176735658692,5.1608002525765654e-06,0.8628034586864921,0.0005363769814550609,0.8676330826987476,0.0030202619580872564,0.10984119831332925,0.018963919248128316,5.1608002525765654e-06,6.895801346968455e-06,0.0002503346469104498,4.953909457470503e-07,2.1136948361193255e-05,1.354934316505803e-05,0.00021532809800214658,0.00024059905119125358,9.01434741806293e-06,0.003594138744355117,3.408568785811048e-05,1.5493722025318568e-05,0.0029090651442862906,4.001585115959065e-06,0.00045350419119096174,5.561179003036919e-05,0.0004882465594861453,0.00019745498311707,5.1608002525765654e-06,0.001267176735658692,3.1551355367594474e-06,0.8623499544953012,0.018855766638946402,0.0030202619580872564,0.10492728324828482,0.0005814990987905836,0.00048078585433555137
55,الكلنا راكبين في نفس الأسونسور غير أحنا مازال ماطاحش بينا شفتوها الدنيا قداش قصيرة زيدو أكرهو بعضكم و أحقدو على بعضكم الله يرحمكم و يصبر أهلهم هم السابقون و نحن اللحقون,TUN,الكلنا راكبين في نفس الاسونسور غير احنا مازال ماطاحش بينا شفتوها الدنيا قداش قصيرة زيدو اكرهو بعضكم و احقدو على بعضكم الله يرحمكم و يصبر اهلهم هم السابقون و نحن اللحقون,Maghreb,SFX,Tunisia,Sfax,Maghreb,Tunisia,Tunis,3.2345274361891555e-08,1.2048580861132232e-08,8.196394700396857e-08,3.0789939744037003e-07,1.4730763498099833e-09,6.361533053419138e-06,7.114330008471131e-08,9.635984245108033e-09,0.9999806722699895,4.787098042561231e-08,1.1941724367622154e-05,2.30954736546035e-08,1.6294695880571742e-09,5.747094184705861e-08,2.3118343312543378e-10,3.7766498015035223e-07,3.175353816854781e-07,5.401953426559829e-07,4.787098042561231e-08,0.9999990078726849,8.629442688371069e-08,2.3118343312543378e-10,3.749221995476095e-10,1.1941724367622154e-05,1.336562659697399e-10,1.3313304415134985e-09,1.484674495862866e-09,1.1300643577858921e-08,9.938948278759223e-09,1.4730763498099833e-09,7.272585144875078e-07,8.017653483275427e-09,1.2545473885095648e-09,8.196394700396857e-08,1.0705334892693543e-09,4.316503007478116e-08,1.2048580861132232e-08,3.0789939744037003e-07,1.855881797985353e-09,2.3118343312543378e-10,5.747094184705861e-08,3.12747408726222e-08,3.344999500755711e-07,6.981196964319781e-08,4.787098042561231e-08,0.9904212281572721,5.63427453893163e-06,0.009559444112717422
56,يعني جبت التايهة فكل من يهمهم الموضوع عارفين كل ده وامريكا بطور لقاح والمانيا كذلك وفرنسا واليابان ودول اخري واحنا ماشين بالتعاون مع الصين في موضوع كورونا لأسباب كلنا نعرفها,CAI,يعني جبت التايهة فكل من يهمهم الموضوع عارفين كل ده وامريكا بطور لقاح والمانيا كذلك وفرنسا واليابان ودول اخري واحنا ماشين بالتعاون مع الصين في موضوع كورونا لاسباب كلنا نعرفها,Nile Basin,CAI,Egypt,Cairo,Nile Basin,Egypt,Cairo,3.483140002269426e-07,2.856738043578121e-05,0.00015577132966459984,8.415366690823363e-05,2.395468787211983e-06,0.00013291743969774658,3.2781031512799663e-05,0.9991434352811326,7.05579528448679e-06,1.536781257273346e-05,3.2192480848688847e-06,2.497904170507453e-06,1.5481933251488417e-05,1.1448194071491903e-05,8.991856630519031e-08,0.00036446928185863633,0.9992275889480409,0.0005341867097652355,1.536781257273346e-05,0.0001435407970673292,7.922581398728127e-05,8.991856630519031e-08,3.42464274316766e-06,3.2192480848688847e-06,3.847615841698501e-05,2.0583270241777218e-05,0.024572031902696356,1.0409993247338926e-06,1.2384964660008318e-06,2.395468787211983e-06,3.0042085690103326e-05,0.9745329272200193,1.2057290508320758e-05,0.00015577132966459984,2.284774686737572e-07,0.0003289377584432352,2.856738043578121e-05,8.415366690823363e-05,2.18408379772729e-07,8.991856630519031e-08,1.1448194071491903e-05,1.198365315531854e-07,3.5531523415401105e-05,1.2197761271022442e-05,1.536781257273346e-05,6.348204050863978e-06,0.00010287535400764325,7.075912336228118e-07
57,يعني ماذا تريد ان تقول لنا من خلال تلاعباتك الإسلوبية ومرادفاتك الكلامية الي بتوهنا فيها شيء سخيف ومقر,CAI,يعني ماذا تريد ان تقول لنا من خلال تلاعباتك الاسلوبية ومرادفاتك الكلامية الي بتوهنا فيها شيء سخيف ومقر,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Nile Basin,Egypt,Cairo,2.5392850905389115e-06,3.765111476577701e-06,0.0075195315250986645,0.0005237401911824915,5.839868759866337e-07,0.00017574655367866662,4.1868670232480375e-05,1.0906803489967156e-05,5.8465828561847766e-06,0.0001803539227746569,1.2883178345110771e-05,0.0004076811372714145,9.963203738863694e-06,0.04611329905969537,0.9203406351832321,0.024650655604960794,0.0005346469946724586,0.07869116732702625,0.0001803539227746569,0.00019701559997050108,5.61809723239084e-05,0.9203406351832321,2.173979801081866e-06,1.2883178345110771e-05,7.775441588539487e-07,8.49056926421453e-06,1.8789068557282475e-06,0.0002568965303971529,0.00014163900471469927,5.839868759866337e-07,0.00011740112438845332,8.25035247538496e-06,7.789223937781827e-06,0.0075195315250986645,2.0827219390768145e-06,0.0023516558717946038,3.765111476577701e-06,0.0005237401911824915,9.145602159562322e-06,0.9203406351832321,0.04611329905969537,4.565631514620971e-07,0.02229899973316619,3.3378100968265844e-05,0.0001803539227746569,5.151647396388698e-06,5.8345429290213306e-05,6.94935459796079e-07
58,جاد و بيان اتخانقوا على الطريق بعد ما حاول يقنعها انها تسيب غمار و ترجع عن قرار انهم يسيبوا بعض تفتكروا ايه اللى هيحصل,CAI,جاد و بيان اتخانقوا على الطريق بعد ما حاول يقنعها انها تسيب غمار و ترجع عن قرار انهم يسيبوا بعض تفتكروا ايه اللى هيحصل,Nile Basin,CAI,Egypt,Cairo,Nile Basin,Egypt,Cairo,2.889749131075765e-07,0.010254275632851511,3.166301177942644e-05,0.0010745521060929765,1.630146132862414e-05,0.00045177268568188304,0.009488734260647527,0.9664335213010607,8.396895381903199e-06,0.000604233670682873,3.0888513408602414e-06,4.6849247137721066e-05,0.0002408791683345925,0.0004848744345051365,2.0571468838874628e-06,0.010858511151377013,0.9675080734071537,0.011421897844799299,0.000604233670682873,0.0004635474073177541,0.020000190523162254,2.0571468838874628e-06,1.0822472543020805e-05,3.0888513408602414e-06,0.0074327990539938054,0.0014370471382050879,0.06234725420508897,1.0682639303673461e-05,2.8891014366477753e-05,1.630146132862414e-05,0.00022755733094668252,0.896653468041978,0.00023005669579157168,3.166301177942644e-05,9.504059002757617e-08,0.0010836552837439851,0.010254275632851511,0.0010745521060929765,7.275593467569851e-06,2.0571468838874628e-06,0.0004848744345051365,1.939343230800003e-07,0.009774855867633029,0.008051687122442438,0.000604233670682873,7.901280088421265e-06,0.00022421535473520054,4.956152934819344e-07
59,أنا بحبك أوي يا مي من الإسكندرية منطقه العجمى الهانوفيل,CAI,انا بحبك اوي يا مي من الاسكندرية منطقه العجمى الهانوفيل,Levant,BEI,Lebanon,Beirut,Nile Basin,Egypt,Cairo,8.905970036584995e-07,0.015864405555774327,0.10263628361599311,0.006883627422196337,0.673819503624102,0.00698115031154063,0.08183007370563243,0.025954272299470966,2.52480196249944e-05,0.035118757928858636,2.6235876952663386e-06,0.006531012934675641,0.00959448545316236,0.0028094156039159693,3.733895814914684e-07,0.031947875950772135,0.0328378997216673,0.14392458810535685,0.035118757928858636,0.007009912515864549,0.7811084683386712,3.733895814914684e-07,0.0012848300608194376,2.6235876952663386e-06,0.00032792717052083296,0.010486016087495022,0.020648453339276562,0.00018071484284328725,0.00600564256984189,0.673819503624102,0.006745410428426116,0.004977891789673572,0.008309655392342923,0.10263628361599311,7.084076394915893e-07,0.014167647139982939,0.015864405555774327,0.006883627422196337,0.0003446555219904635,3.733895814914684e-07,0.0028094156039159693,1.821893641669102e-07,0.017780228810789195,0.0713440576181374,0.035118757928858636,2.1058285240015995e-05,0.00023573988311451394,4.1897343849784045e-06
60,مى وأمل صاحبتها وهما بيطبخوا مع بعض مسخرة أعمل منشن لصاحبك اللى لما بتخش معاه المطبخ بيحصل كدة,CAI,مى وامل صاحبتها وهما بيطبخوا مع بعض مسخرة اعمل منشن لصاحبك اللى لما بتخش معاه المطبخ بيحصل كدة,Nile Basin,ASW,Egypt,Aswan,Nile Basin,Egypt,Cairo,4.389451338164732e-09,1.203198205571079e-06,6.55781525741474e-08,1.9875592447373432e-06,4.9568671821744696e-08,6.98119843631195e-07,2.0804407384426063e-06,0.9999919229601499,2.1989305554084704e-08,7.272818690347283e-07,6.315227774052305e-09,4.1226975820208464e-08,1.4550702492989597e-07,6.69965021449782e-08,2.7291953816664734e-09,9.761394413531972e-07,0.9999939105193947,1.1499410718925313e-06,7.272818690347283e-07,7.308138282974967e-07,3.4787146407653265e-06,2.7291953816664734e-09,3.041614842582655e-08,6.315227774052305e-09,0.032538988475312884,1.7616608301773524e-06,0.9673450442162626,1.0251011728942256e-08,1.2978673723666579e-08,4.9568671821744696e-08,4.2920406395494555e-07,0.0001078902685744419,1.1509087650406942e-07,6.55781525741474e-08,1.7298808045027282e-09,8.726612963805107e-07,1.203198205571079e-06,1.9875592447373432e-06,1.7997290367599632e-08,2.7291953816664734e-09,6.69965021449782e-08,2.6595705336620037e-09,1.034781449726865e-07,3.1877990826525396e-07,7.272818690347283e-07,1.620547642027851e-08,2.689157796762495e-07,5.783829133806195e-09
61,المهم ماتتكررش كتير عشان الصحة والكوليسترول والرشاقة و في البادية طبيعة حياتهم مختلفة من حيث المجهود البدني والبرودة عايشين في خيم فطبيعة جسمهم خلقة ربنا بتحرق كتير,CAI,المهم ماتتكررش كتير عشان الصحة والكوليسترول والرشاقة و في البادية طبيعة حياتهم مختلفة من حيث المجهود البدني والبرودة عايشين في خيم فطبيعة جسمهم خلقة ربنا بتحرق كتير,Nile Basin,CAI,Egypt,Cairo,Nile Basin,Egypt,Cairo,9.886087457326261e-07,0.25443661592039724,3.2249511692067606e-05,0.0012211752369061719,0.00016422096109415359,0.0003008902848431593,0.013264122777043742,0.728934434723886,5.807293123111125e-06,1.527858087899551e-05,6.937713929367679e-06,3.854564250198187e-06,0.0008498815528533822,1.7810516647854443e-05,2.408728729047494e-07,0.000745490880836041,0.7301556099607921,0.0007994054734261611,1.527858087899551e-05,0.0003146239006413708,0.2687148412113885,2.408728729047494e-07,0.00031726476315882616,6.937713929367679e-06,0.00046910690593861504,0.012837001469621431,0.012844450318862432,1.1280741319475935e-06,2.677272730388071e-06,0.00016422096109415359,0.00023279194627402427,0.7156208774990849,0.000532616789694556,3.2249511692067606e-05,6.740118082286436e-07,0.0006834366887108991,0.25443661592039724,0.0012211752369061719,4.9217387862522875e-08,2.408728729047494e-07,1.7810516647854443e-05,3.1459693750398246e-07,6.205419212514186e-05,0.0004271213074223115,1.527858087899551e-05,3.7923856008956215e-06,6.809833856913506e-05,2.0149075222155038e-06
62,ده الا يفوته الحلقه كسبان هو في حد بيسمع ابو حمالات دلوقتي هي ناقصه تعري,CAI,ده الا يفوته الحلقه كسبان هو في حد بيسمع ابو حمالات دلوقتي هي ناقصه تعري,Nile Basin,CAI,Egypt,Cairo,Nile Basin,Egypt,Cairo,3.173221640217449e-09,6.194338012131415e-08,1.6834480392284927e-08,1.379538027637158e-07,3.901861069651547e-09,3.556594136495227e-06,1.7042587464660585e-07,0.9999940592855354,7.753656581536969e-09,1.6523140582864212e-06,4.7619663487005695e-09,2.624346166128785e-08,4.528870066011356e-08,2.081166764449477e-08,1.1217063739212844e-09,2.3159248998031567e-07,0.9999941972393381,2.954820996783832e-07,1.6523140582864212e-06,3.5722829810656824e-06,2.815598164976851e-07,1.1217063739212844e-09,1.3633748228691963e-08,4.7619663487005695e-09,2.1758820082340404e-06,1.389834142123988e-07,0.0021547970097879074,4.121269488572162e-09,9.048734472103132e-09,3.901861069651547e-09,6.629664306856795e-07,0.9978370863937392,3.16549524314216e-08,1.6834480392284927e-08,2.4167118959320753e-09,1.782910114334834e-07,6.194338012131415e-08,1.379538027637158e-07,1.3073457700612555e-08,1.1217063739212844e-09,2.081166764449477e-08,7.565097442853737e-10,5.3301478546832264e-08,3.144246043420706e-08,1.6523140582864212e-06,5.814109175580519e-09,2.8936277058095477e-06,1.9395474059564494e-09
63,الف تحيه لاهل الاردن وشكرا يا مي اللي بتذاكر ينه يا احلى اكلات بلادنا الحبيبه تسلم الايادي انا فلسطينيه كنت عايشه بالاردن,CAI,الف تحيه لاهل الاردن وشكرا يا مي اللي بتذاكر ينه يا احلى اكلات بلادنا الحبيبه تسلم الايادي انا فلسطينيه كنت عايشه بالاردن,Levant,SAL,Jordan,Salt,Nile Basin,Egypt,Cairo,3.6052296683150616e-07,0.00040674402114124105,0.0007413109770725246,6.40479715901332e-05,6.291847532844965e-05,0.0008219751630226198,0.8796404332892469,0.0808241223984789,4.239291720576213e-06,0.030348490253320842,2.07081132866696e-07,0.00023216684286313553,0.00013304344919860646,0.00014193605536200044,4.314941367961697e-08,0.006577961058140642,0.08088817037006904,0.007693374933438302,0.030348490253320842,0.0008267820588428942,0.8802431392349152,4.314941367961697e-08,1.0640280039383909e-05,2.07081132866696e-07,4.681570514812808e-05,0.0006101275487296619,0.06066449621674538,4.108949655708267e-05,0.00012306826237166882,6.291847532844965e-05,0.000485333089448886,0.020112810476585394,0.00012240316915922256,0.0007413109770725246,2.8527245750236844e-07,0.004243900354132596,0.00040674402114124105,6.40479715901332e-05,6.800908393438403e-05,4.314941367961697e-08,0.00014193605536200044,7.525050932913772e-08,0.002334060704008046,0.8790303057405172,0.030348490253320842,3.873320837467397e-06,0.00033664207357373375,3.6597088310881585e-07
64,ما شاء الله يا دكتور ربنا يحفظك ويبارك فى عمرك ويارب دائما فى تقدم ورقى,CAI,ما شاء الله يا دكتور ربنا يحفظك ويبارك فى عمرك ويارب دائما فى تقدم ورقى,Gulf,DOH,Qatar,Doha,Nile Basin,Egypt,Cairo,3.957585192213923e-06,0.00024630942943358245,0.7495167999941968,0.13263252704181053,2.1641459852888426e-05,0.002852558281687385,0.0019715260603370972,0.01629514415238197,2.0741501610480607e-05,0.009120997526999268,7.372717619406275e-06,0.007162934819925417,0.0007466700433170292,0.0024067634571312835,4.916707732544002e-05,0.07694488885117927,0.1489276711941925,0.8360313871224327,0.009120997526999268,0.002884630086109486,0.0029861469929405972,4.916707732544002e-05,7.579981164897639e-05,7.372717619406275e-06,0.015305672834999976,0.001026571500787628,0.0006205048605234716,0.00555838277605878,0.0014993940185470745,2.1641459852888426e-05,0.0017849997692006463,0.0003689664568585203,0.0006708702316680527,0.7495167999941968,3.326184742613347e-06,0.027041226569848083,0.00024630942943358245,0.13263252704181053,0.00010515802531956209,4.916707732544002e-05,0.0024067634571312835,6.314004496005758e-07,0.04990366228133119,0.0009449545595494693,0.009120997526999268,1.8795194137405298e-05,0.001067558512486739,1.9463074730753103e-06
65,مييويى الفلاحين فى مصر زمان موش عارفة دلوقتى ايه كان لازم الارز المصرى اكيد بالشعرية أو إذا مافيش شعرية لازم يحمروا شوية ارز ويبقى لونهم زى الشعرية,CAI,مييويى الفلاحين فى مصر زمان موش عارفة دلوقتى ايه كان لازم الارز المصرى اكيد بالشعرية او اذا مافيش شعرية لازم يحمروا شوية ارز ويبقى لونهم زى الشعرية,Nile Basin,ASW,Egypt,Aswan,Nile Basin,Egypt,Cairo,3.0288078334697564e-09,8.427303525683995e-07,1.9500021489511106e-06,4.879676639617588e-07,3.2291268803726567e-07,8.39999414482056e-06,2.0468378106510712e-05,0.9999138736868904,7.677171542678782e-07,1.759217481536719e-06,3.383683517556926e-07,1.4041940062643153e-06,5.938495091215604e-07,2.795373214840678e-07,1.7787273348099081e-10,4.850823749970817e-05,0.9999143616545544,5.214197097640766e-05,1.759217481536719e-06,9.5091084586776e-06,2.2227870656237938e-05,1.7787273348099081e-10,7.28907227376477e-08,3.383683517556926e-07,0.04739782396206492,2.550940502019699e-06,0.9494905767970147,4.100294983719009e-07,8.231646486410382e-07,3.2291268803726567e-07,1.4226864146032749e-06,0.00302547292781082,5.209587863839127e-07,1.9500021489511106e-06,2.7464278994012926e-09,3.685639486039604e-05,8.427303525683995e-07,4.879676639617588e-07,1.7099985925137595e-07,1.7787273348099081e-10,2.795373214840678e-07,2.823799340684636e-10,1.1651842639312128e-05,1.7917437604491013e-05,1.759217481536719e-06,7.41354316614754e-07,6.977307730217284e-06,2.636283765312426e-08
