,sentence,label,predict_region,predict_label,predict_country,predict_city,region,country,city,Aleppo,Algiers,Alexandria,Amman,Aswan,Baghdad,Basra,Beirut,Benghazi,Cairo,Damascus,Doha,Fes,Jeddha,Jerusalem,Khartoum,Mosul,Modern Standard Arabic,Muscat,Rabat,Riyadh,Salt,Sana'a,Sfax,Tripoli,Tunis
24,واخا ماقريتش قي لافاك ولكن كنعرف بزاف د بنات خداوها بمجهودهم وداو الدكتوراه وكاين للي تكرفسو ودوزو سنين في اجازه مي داوها بدراعهم، مالك معقد من البنات ولا سحابلك كلشي بحال ختك شفت واحد الجواب ديالك على واحد التعليق ديال بنت و فهمت علاش الدراري ما كيوصلوش,TMS,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,9.007289557742771e-10,1.2282872709208753e-06,1.0389303923995974e-10,1.990405367021001e-09,5.503317422699757e-10,1.1742842594352953e-09,6.881425283383403e-10,2.2281786343490905e-10,4.9585803837771214e-09,1.1432583975515503e-09,7.582261501234365e-10,1.474076810767289e-09,0.002030543909197205,2.181735820213399e-09,1.2104597334180015e-09,2.1196925407628035e-09,1.5405297640924e-10,3.1111020372688646e-11,4.805558920404744e-10,0.9979681844169518,7.901564066746986e-10,2.095647244879943e-09,7.356297790257429e-10,4.4013868286255455e-09,1.300553995261504e-08,2.215866313298212e-09
25,غباش تدير فبالك هذا ر سميتو الأمر بالمعروف والنهي عن المنكر و ر من واجب اي مسلم والاستهزاء به فطرولات بحال هاكا تماما كالتهكم علي شعيرة من شعائر الإسلام كل واحد يدخل سوق راسو و يأمر راسو وينهى و نكونو كاملين مزيانين,TMS,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,3.7254733439015036e-07,0.0004876526759773627,3.9780114416874206e-08,1.1608093894904747e-06,7.666970150549801e-08,1.2130735097129286e-06,2.111333049221031e-06,4.866076205927064e-07,2.9771627428627073e-05,2.481182558201053e-07,1.0051986902549716e-06,2.3229040268060313e-06,0.0007074094312839198,2.9965789732217724e-06,2.023671295323025e-06,5.741358057769619e-06,4.5859930413729743e-07,1.9752068596248757e-07,3.4390629733696304e-06,0.9967897758526159,3.361116504165742e-05,1.021257444392576e-05,6.559868169669096e-06,0.00011182672843894581,0.0017945027240712959,4.783519546693297e-06
26,النهي عن المنكر هي ملي تكون شي بنت كتعرض للضرب أو سرقة ف شارع تمشي تتدخل مشي تبقى تفرج أو شي حد مقودة عليه تعاونوا ماديا و معنويا أما أنك تمشي تقول لشي شخص ديك تحسينة ما مزياناش أو سروالك فيه تقاطع ديال نصارى و ذاك تخربيق هذي سميتها هنا بالذات خص بنادم يديها فكرو,TMS,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,4.3704747182825415e-09,8.514833383174614e-08,2.918559990405407e-10,8.91287861675108e-10,4.066881485534524e-10,4.304944634949358e-10,3.301839868827949e-10,1.3402828915887357e-09,1.4899285481108472e-08,2.121902549210554e-09,1.880197478573051e-09,3.506727718654018e-09,0.040475543258739304,2.094156194644568e-09,5.905425601191575e-10,6.276360442736662e-09,7.431612124601694e-11,2.6313415730674146e-10,1.2003755041076119e-08,0.9595242904430603,3.035118052069164e-09,5.53018832849544e-10,4.0944667443219773e-10,8.908297541338824e-10,1.1892691354859687e-08,1.2597115884790525e-08
27,مالي جيت عندك بريفي قلتها ليك ايوا شفتي دبا هانتا حصلتي نقول لي بغيت ماشي سوقك مباغبنش الاسلام ديال بصح باغين نديرو لي بغينا ودخل سوق راسك عزير عليكم لي ضور ليكم الجوانات وي خرج خرج عليكم أما لي باغي ليك الخير طلعها عليه ما عمر فحياتي وقعلي شي فلاش ناقص مع شي بو لحية,TMS,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,9.543292963777824e-09,7.6474916547168e-07,9.841861563453169e-12,3.463767077287118e-10,1.9234988525631002e-10,5.1218861294636e-10,3.2144571815042753e-10,1.6453179845248544e-10,4.780491185915323e-09,4.534123877241069e-10,1.638334463600282e-09,3.755950891712593e-08,0.2897649404157663,6.2954358062729004e-09,2.1009957301698932e-10,1.1575882863599472e-08,9.576589130807542e-10,6.149604356762737e-11,2.2004594965836633e-09,0.7102341790460599,9.28571821486061e-10,6.519823340870007e-10,3.82686915462391e-09,2.4596129403128097e-09,2.65233132059518e-08,4.575851640586864e-09
28,خاص تلاقا مع لي يجرك لشي قنت انوضو اولاد العبد وليتو كتخلطو بين الميم و الاستهزاء بنادم كايكدب على كرو الامر بالمعروف و النهي عن المنكر نتا كمسلم الى كاتعتابر كرك مسلم بصح راك ديجا عارف داك المعروف شنو هو سو خصك ديرو و المنكر شنو هو و تجنبو,TMS,Maghreb,FES,Morocco,Fes,Maghreb,Morocco,The Moroccan Show,2.807472619854005e-07,0.0013559902991150514,1.774317151226888e-07,5.518549986675745e-07,4.847879101592172e-07,1.2893722060389022e-06,2.978096359407475e-06,4.746698855230895e-07,1.7915248868716024e-05,1.1444208611907283e-06,7.785830971761007e-07,1.9509209492904687e-06,0.9548697849431538,4.8962854747430474e-06,2.6916078948642068e-06,0.01937901092072906,1.1610162617429421e-06,5.342721812388263e-08,4.39223833403989e-06,0.024316078756457426,1.4836448024257655e-05,9.655175805454277e-06,1.4627716257037288e-06,2.293523271037181e-06,8.429135647985283e-06,1.2373168734117917e-06
29,ماشي هاتسنا حتا يجي واحد اللحية يحبسك فالطريق ماعارفك مزروب ماعارفك معصب و خارج تشم الهوا و ماحامل حد راك فجميع الحالات هاتوقف غي من باب الادب و فوق خاطرك كاتسمعو و كاتسناه غي فوقاش يسالي كايبقا بنادم يهضر بحال الى راحنا فضائيين زعما ماشي مغاربة و بنادم و عارفيين بعضياتنا كي كانفكرو و كي دايرين فين تلقى للي ينصحك فهد الزمان ديال الخرا باش تلقا الفرصة محدكم كتفكروو هاكا راه غتبقى كورونا مونساكم ومونسانا يالسفهااء مسح مسح هادشي,TMS,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,1.717027115630272e-08,0.007613596340497154,3.200725441966898e-09,3.085951814132265e-08,1.4885460702142835e-08,3.149568966605779e-08,1.1238216033162497e-08,1.8380159028255078e-08,5.290875972426048e-07,4.92235699389059e-08,2.9650016197216603e-08,9.125373298487875e-09,0.005810455345210889,3.622772311202515e-08,3.0610314589139276e-08,3.792515289042198e-07,2.0637224958540265e-08,1.3506008257598863e-09,2.4440645859608637e-08,0.9865701421989412,3.847667931676382e-08,1.0473079063840302e-07,3.3956678997924555e-08,2.411442348650383e-06,1.4759539098459002e-06,5.047203082793037e-07
30,باش عرفتيها تزوجات على غفلة غي سوتنيو لينا الماستر و ديرو اللي بغيتو شي حد يشرح لينا هاد التعليم بالتعاقد واش عندك عقد كيسالي كتخرج ولا شنو صحاب التعليم نقالة و غشاشة و يريدو تربية الأجيال وماشفتيش كونكور ايجيو تاتي صحاب لاش دفعو للتعاقد و ايديرو إضراب,TMS,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,1.1971517328217607e-10,9.412407736887462e-08,6.1463360103403425e-12,5.086186064742513e-11,2.5533279141538565e-11,3.617611572567362e-11,4.068768253855974e-11,4.082337708530127e-11,6.5589290935411e-10,8.875360417382025e-11,1.0176619791313582e-10,2.3982065522932293e-10,0.09386317591402832,2.423318173816377e-10,1.1110341384122517e-10,2.622219754507265e-10,1.1031667850752178e-11,5.84262034906563e-13,6.176201108365132e-11,0.9061367250361542,8.38893083260886e-11,5.595107934442268e-10,3.253426100394947e-11,7.096401869739674e-10,1.0517309908178607e-09,3.93222202509352e-10
31,عاجل تم تصنيف اللوز و الگرگاع مع الحلويات و شكرا كانسرح عيني فالروابا كايبان ليا كلشي رطب ها لي كايرابي على صحيبتو ها لي مناگر مع هريبة مابقيتوش قادين طرابيو ولا شناهو واش بغيتي بنادم يبقا داير لبراهش لخاطر بنادم خاصو يضبر على راسو يصوفي مستقبلو,TMS,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,1.1163341939103048e-10,9.88460576850338e-08,1.648250594401106e-11,1.9038368740656877e-10,3.631031109668012e-11,5.521125686824864e-11,4.6318284704245385e-11,3.5388936031758074e-11,1.8505298950462618e-09,5.7763747534272766e-11,1.9498358122651072e-10,9.457043703863068e-10,4.5294025846415533e-05,4.791071151057637e-10,2.442179420808666e-10,2.3862176103456572e-09,4.5029348844197615e-11,1.6656549211762016e-11,2.025281803003681e-10,0.9999545950481451,4.42843467043913e-10,6.630874201062159e-10,2.6097364902941636e-10,6.826748643478214e-10,1.8715091740517735e-09,1.2443954878292454e-09
32,هدشي مكيضحكش راه اصعب حاجة تكون فبلاصتهوم صحيح انه شرف كبيير ولكن حتا واحد مكيتمنا يلقا راسو فوسط الحرب الحمد لله ملي مكنش اي خسائر بشرية ونطلبو الله يحمي كل جندي مغربي من كل شرملي شفت هاد التصويرة ماعرفت علاش تفكرت الجيش الملكي ملي كانو كايلعبو بواحد الكرة,TMS,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,8.706019419060304e-09,2.126486517101939e-06,4.676797302671958e-10,2.6958231408987665e-08,5.950751466821437e-09,1.4761778932921835e-08,1.197079607853675e-08,2.1641592402047963e-09,3.822787555354777e-08,5.7931247562738095e-09,3.540342729751726e-08,2.9218488728152526e-08,0.4729094398478205,3.2150747958797684e-08,5.4891778522952045e-09,1.7851883180027693e-08,4.823313755312323e-09,2.1471573317386178e-10,1.0293772825573498e-08,0.5270877229821128,3.3086714626415965e-09,4.3963926752686e-08,6.041621075408734e-09,6.14087182533102e-08,3.120147951796988e-07,3.349987299392981e-08
33,سعدات الجيل القادم في مقرر تاريخ غادي يلقاو غير سطر واحد في درس الكركارات بادي روتيني من بكري الله يحظر السلامة وراه دابا راني داخل نتفرج فيه كنتسناك طاكيني والو صاحبي بالتجربة ديالي ماحد كانصبغ فالواليدة والفرصة غادي وكاتقلال باش تشد عنها تا درهم,TMS,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,1.4357360299898298e-10,4.67824228152417e-06,3.7183502700758685e-12,1.6024136525578848e-10,6.043598837047889e-11,1.1824833088745394e-10,5.915349711614636e-11,3.634785185930866e-11,5.036007934748861e-09,1.5471141190795035e-10,1.4238879423958059e-10,6.76820201157634e-10,0.0008386710636424374,1.846060488418266e-09,6.681035502143516e-11,6.480614278062553e-10,7.328943312035649e-12,1.0822582772530746e-11,1.9832757614041587e-10,0.9991565777989094,2.534967120038827e-10,1.7588315421467205e-10,6.858870881849516e-11,4.3956570818621546e-08,1.5019167153987493e-08,4.052401332529873e-09
34,خاصك تكون كتفرج فيه باش تفهم الفيديوس ديالو مافيهوم حتى حاجة مفيدة من غير السريط تحت من هاد البوسط كاين بوسط ديالو مازال ماكلا والو كتسمع ديك الوالدة انا لي نجمع الطابلة مريم تفارقات مع صاحبها راه الهالوين غير نهار الإخوان ما تسطارتش اخويا ماتسطارتش,TMS,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,9.301172736169533e-11,5.815768562376684e-07,1.992142875412375e-11,1.2956479248477353e-10,4.986889822547329e-11,3.401756526731079e-11,2.5859049547770116e-11,3.335953069762963e-11,4.3422047887412493e-10,7.541571881218332e-11,7.555376051097102e-11,1.440106557435962e-10,8.613306359366405e-05,3.1653374620804665e-10,1.4411400541739111e-11,1.5390694839557926e-10,7.16373625948431e-12,7.37098742486369e-12,7.230593316449134e-11,0.9999132749916226,1.1810377198091706e-10,2.730143967845227e-10,5.475623168727002e-11,3.269981589995287e-09,2.735807429671789e-09,2.229767664952968e-09
35,وملي شديناها وزيرناها عتارفات بلي هي غا نية وماعارفا والو وتا هي ماكاتمسح لا ميساجات لاوالو وعندها غا نوكيا پيل مابغيناش نقولو شكون باش ماتقلقش منا حجابي عفتي إشهار من تحت الطابلة اراس المربع تانا جوسوي مقاطع لسنطرال شحال معيف داك الاشهار,TMS,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,4.5510318075363556e-08,0.03155059549372594,2.010422886594471e-09,2.789104744487878e-08,1.0574070025278092e-08,1.9169302980213057e-08,2.482439886115737e-08,4.841530214732313e-09,3.255355034478919e-07,1.9493577084581765e-08,4.472471816898977e-08,4.971785772076345e-08,0.2766533205528807,1.6134974122062732e-07,1.1531493770067888e-08,1.8821587083040866e-07,5.920132780340959e-09,2.339135034939014e-09,1.524984858838062e-07,0.6917932687275578,2.2535185038707595e-08,4.826400523577345e-08,3.935457119215456e-08,3.4172368476860817e-07,2.9572042995261865e-07,9.714803530375732e-07
36,خويا انا بعدا كايقززني هاداك الإشهار و مرضني فصحتي حيدتو من يوتيوب فاش كان ندخل ماعرفتش واش كاين شب حد طاح فديال البواسير مرضني هد للاشهار فحياتي واش كاين غير هو قهرونا الله يلعن ليهم الطواسل الاخوان لي كعرف شي ودادي مسكين اعزيه,TMS,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,2.5800372421729367e-10,1.6982489586359598e-06,1.694054247265581e-11,1.1160518247811002e-10,6.651360208373731e-11,4.641732971756472e-11,1.216678830349271e-10,1.1559688115210406e-10,4.187324748049947e-09,1.3999208285055914e-10,1.663451711294207e-10,1.3269222200850101e-09,0.04885411894571909,4.5479694106654614e-10,8.176761840616022e-11,9.583877050815332e-10,6.347538034438241e-11,7.894517681464645e-12,1.7169188429025629e-10,0.951144160300901,1.4273604688247724e-10,2.4519691782659366e-10,5.492876119406019e-10,1.475958506720845e-09,1.0912361143931047e-08,8.835375809524222e-10
37,حاولتو ديرو الريمونتادا ومصدقاتش براكة مطروليو بوالديكم الخوت و تمتعوا بيهم محدهم حداكم ر قسما بالله مغتحسوا بهادشي حتى يخويو عليكم الدار تهلاو فواليديكم الخوت هو كا يحكي قصص للعبرة الله يجازيه ب خير ولكن هي كا تبان بحال فورماسيو أكسيليري للمجرمين,TMS,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,9.33232672958156e-10,7.065377371189966e-07,4.2765495503514786e-11,1.233761747127064e-09,1.9458706262581755e-10,5.257310531737626e-10,4.931967213356237e-10,3.114139287344014e-10,3.5298693122918e-08,4.19440124548954e-10,1.1914027309357464e-09,2.820413422057985e-09,3.379165735076845e-05,5.2476669193781565e-09,1.6789460693335215e-09,1.974708332845706e-09,4.393883397869351e-10,9.309270819271208e-11,1.1734520383051747e-09,0.9999652123696408,1.2268662559384783e-09,5.05606565150682e-09,3.533146596104703e-09,1.4415807076752718e-07,6.722226459437941e-08,1.4166965048908069e-08
38,درنا كسكروط فديمومة وزيرناه حتا كرر ومتيقوش فزيازن وكان واحاد لموخرميز كيخرمز علينا هاذ السيد نواني فلحزاق كامل بلي مجرمين كلشي تبلا بالحلقات ديالو ولا غير أنا قربت نولي محقق غا تفكرتكوم بغيت غير نعرف الشكل ديال داك المتوحد لي غادي يخلص باش يتفرج فالدحيح,TMS,Maghreb,FES,Morocco,Fes,Maghreb,Morocco,The Moroccan Show,2.7179175287889003e-10,3.054101443908555e-05,5.539977779360866e-11,2.1708889451216456e-10,2.413895038706382e-10,1.936487468082392e-10,2.7824882267270313e-10,4.507402386680129e-11,2.633362614454741e-09,2.5518413251939904e-10,2.589375216843295e-10,1.4163409111563873e-09,0.985868604372632,2.978203423674601e-09,1.155992522572161e-10,1.1742115099301536e-09,4.720757494885979e-11,2.947694669614283e-11,1.9779921700406705e-09,0.01410083239579803,2.4060893128721737e-10,5.826999678360493e-10,1.0263679050022623e-10,1.5163378741423852e-09,3.741975133314364e-09,3.843714644520938e-09
39,علاش كتضحك على براكنا ما دارو ليك والو قوليها زوجتها وهني راسك وا من الأفضل پريباري غير راسك بلا ما تعول على حتى شي خلية الوقت لي ضيعتيه فالشرح راه تضرب فيه شحال هاد لعبة تلشارجتها و مسحتها نت كلكيت على ديك لعيبة لقيت كلشي خرجني مسحته فاش خوك كياكل العصا من بعد الإجتماع,TMS,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,2.9628303719347625e-10,1.0904164954887293e-06,5.1253736268883274e-11,9.635731233521722e-10,1.211808562564965e-10,5.318524231314381e-10,2.8880967899423164e-10,3.615197055415431e-11,1.8710468643737052e-09,3.0814762552599307e-10,1.7173891926320195e-09,3.0831819865456925e-10,7.68887087198571e-05,1.6480746767198573e-09,1.2923850611996542e-10,1.2115720932801926e-09,2.9240845265870134e-11,5.205217150421864e-11,5.694218147685359e-10,0.9999220039368945,7.41252007323087e-10,8.792978248971863e-10,2.0575304763676927e-10,1.359882336226197e-09,2.5903534578968444e-09,1.0277445082334816e-09
40,هدي انا فاش تنطلق الخيبرة ديالي واش الكمامة كنعملوها على قبل الحماية من الفيروسات اولا على قبل البوليس المشكل ديالنا كاين فالعقل من ديما خاص كلشي يدير التحاليل غايعمرهوم بالروز جوج بيمويات قاصحين كتر من ماتينا و قرعة دالما صغيرة تقول غانصاوب الضالة,TMS,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,6.178464636201936e-11,1.3102731996355517e-06,3.0879265709453305e-11,8.727427140389481e-11,1.1383415291258599e-10,6.840902782520995e-11,5.106582746400783e-11,1.5206309128269722e-11,9.126935210366279e-10,1.1929650374431823e-10,1.0390101220511377e-10,3.1522440825569304e-10,0.000503689023000924,6.677856044697921e-10,6.82276064620963e-11,1.0278196690590569e-09,3.563480492395976e-11,1.3723958202819175e-11,1.70340342932669e-10,0.9994949930662892,1.614938574288139e-10,1.740839245200273e-10,1.2326922231906655e-10,2.58440098549409e-09,4.2158567947123294e-10,3.0957568132775105e-10
41,ميمكنش يرجعو ليه كيعطيو غير ماء وسكر وشكلاط عن تجربة إيوا الله يمسخك إيلا يرجعوه واقيلا غي سامع بالتبرع واحد النهار مشيت نتبره بالدم وعبرو شحال من كيلو فيا وضغط الدم تاهو شاف فيا وقال سير اولدي لداركم لانصدقو معلقينو ليك تا نيت,TMS,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,2.644856836647745e-09,8.688953332619426e-07,3.492202648220051e-10,1.2668409189551217e-09,4.975015796718142e-10,6.591801639161462e-10,4.665464304523935e-10,1.8715012263321086e-09,1.2306217732319034e-08,1.2100895661765914e-09,3.019926350597261e-09,7.257018190864615e-09,0.0006642642934230682,5.434764747683302e-09,5.00005968875081e-10,3.1257370289511104e-09,1.0923159159848991e-10,1.5628053611357311e-10,2.5514803769730256e-09,0.9993347502752031,2.6044721948950558e-09,1.0103615653389406e-09,1.8162794448259562e-09,1.6581065428095688e-08,3.3877238909890914e-08,1.7220223478237832e-08
42,عمرك تلقى شي واحد حاط ايفون للبيع و معاه الثمن سولتك شحال الثمن انعلزاملبوك ولد الخشبة باغي يبيع الذهب راخرجووا ووكلوكم البيصارة صحاب التكوين سادين علينا حنا فالكوفر علا شنو الفرق بين الطلبة و التلاميذ أرى واحد الجيهاوي أنولي هنا القلاوي الواليد قال ليا قرا حضوري راه مغتفهم والو عن بعد,TMS,Maghreb,FES,Morocco,Fes,Maghreb,Morocco,The Moroccan Show,8.195037834777665e-10,2.2282530012032206e-06,1.6753555807122364e-10,8.696656761856048e-10,4.226311642121589e-10,3.1177380724996413e-09,2.8548667959480284e-09,3.627880323448381e-10,2.241407039807471e-08,9.7770801659939e-10,6.955749608416057e-10,4.953242762734642e-09,0.596894072178803,4.37182319704458e-09,4.828108957381865e-10,8.248606432690097e-09,1.8655153130111704e-10,9.493346588237491e-10,6.331731982661285e-09,0.403103620475287,1.6599905016534796e-09,4.394555521552764e-09,1.2170064164068166e-09,5.536079992631175e-09,5.827700302866613e-09,2.2313920281464452e-09
43,اراش واحد وطني اونلاين وقوي من الفغونسي تاهلو للدور الثاني فكاس العالم و كانو كاع ايربحو بلجيكا لعشاق الطرولات و الميمز شرفنا بزيارتك للباج داكشي للي كاتدير مارفل و ديسي عند الميريكان العلماء كيقرّيو في الجامعات وكيقولو حنا أذكياء وكنصنعو لقاح نحاربو بيه وباء,TMS,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,2.012927491292581e-08,0.00014730315176212302,6.496872854972157e-10,4.024307314268656e-08,8.727420003539768e-09,3.0513391032990046e-08,4.1818083673132644e-08,1.2430979033576572e-08,8.327639274667965e-06,3.7286617998251875e-08,5.498409488332588e-08,1.4732443341813349e-07,0.00024739735830770816,4.958228852432421e-07,1.073615864173934e-06,1.627154910972907e-06,5.44494654919749e-09,5.299699016492001e-10,5.9215350756079565e-08,0.9995794738407446,5.324217613951351e-07,1.105174409599602e-06,1.0734558793283806e-07,1.0186510319358645e-06,1.098066992427396e-05,9.78562127159107e-08
44,أمريكا قادات لقاح آخر مكاين فالتكنولوجيا الطبية وماعمر الإنسانية وصلات ليه لحد الآن و هارب على ديال روسيا لي قادات فيروس باش تحارب فيروس بنادم مكيبحتش ومكلخ الريج لي جات تديكم را السلاوي والفريق ديالو صاوبو التلقيح حاليا كيديرو التجارب النهائية,TMS,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,9.914028783382525e-11,5.190653840859955e-06,7.862904317244307e-11,4.1083708181463705e-10,7.790823060825928e-11,2.733461830566247e-10,7.841624156867188e-11,3.4098217062269797e-11,8.0535866232051e-10,3.3637677798392077e-10,3.291942342023957e-10,5.760587906660928e-10,0.00011407681537831648,5.617766890863443e-10,4.0775105684942375e-11,3.756200536600805e-09,1.9478207426493215e-11,2.660808795850001e-10,3.7947531555445455e-10,0.9998807197010767,2.6822253841710555e-10,1.4910233734679855e-10,2.5935402179800415e-10,1.803038498419251e-09,1.451740417521834e-09,7.750957442416049e-10
45,غا روسيا زربات على البشر ونقزات المرحلة الثالثة من الاختبارات السريرية لأهداف سياسية لاغير,TMS,Gulf,MUS,Oman,Muscat,Maghreb,Morocco,The Moroccan Show,1.7626354571119685e-05,0.009613909985690759,4.392613694368138e-06,0.00015721416490786682,5.322524909533941e-06,0.00019675098558685539,0.00023881157661540615,5.15701312944527e-06,0.0005170945079897789,6.611114935051043e-06,0.00020155542971910575,0.0015326056441918705,0.0006979602065705167,0.0037906043698535457,0.00028939498894075047,0.0001751954697764885,5.042875647011496e-06,0.0005563820636243443,0.9591690251143602,1.2390422457116964e-05,0.014627352136511035,0.008108474537022722,4.928735941150748e-05,1.3606656798827329e-05,4.4271554541835835e-06,3.8047276304747237e-06
46,واش بوحدي لي مافهمتش هاد البوسط المكلخ مابغيت والو بغير غير نعرف شنو سبب الانفجار واش بصح مصنع العاب نارية تفجر كيف ما قالو ولا كاين اسبابا خفية عيب عليكم ديرو هاد طرول نفضل تحكمني ميا خليفة على دوكو الرجعيين والفاسدين، الي فينما مشاو يدمروا ويفسدوا في الارض,TMS,Maghreb,FES,Morocco,Fes,Maghreb,Morocco,The Moroccan Show,2.754490059530324e-09,2.8647990455224947e-06,8.120934965756704e-11,3.763222632333143e-09,2.980145138382721e-10,7.137938571413968e-10,1.0901106813018282e-09,1.2776463521185967e-10,1.3514524540115607e-08,6.717691167598538e-10,5.707511517523409e-09,7.329954638184216e-09,0.996853845526153,4.3338249881343205e-09,8.718742962009386e-10,4.681325532270456e-09,1.937038122758392e-10,6.815355900248179e-11,5.304349591516556e-09,0.003143187353878102,1.8788908563125107e-09,2.000968196586693e-08,1.2883850874963948e-09,4.775326925322103e-09,1.7672096513264775e-08,5.190944785411188e-09
47,هوما راه عاطينو جوج فخاض الهربة معاك رمز الولاء و البيعة للنسايب و هاد النساب مدابحينش تفكرت هدرتك ديال الصباح ثلاث سنين اللولة فلافاك اتكون هي احسن خمسنين غادوز فحياتك الاجازة كيقصد بيها العطلة الحاولي هادي لغة ينعل دين مك,TMS,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,8.549459015888911e-11,8.739110901740038e-08,5.924189039707561e-12,9.074135995868984e-11,9.195672193870186e-11,9.797364876841359e-11,9.453422913986695e-11,1.6592049546773857e-11,1.923064829249543e-09,7.50686988697128e-11,1.2788190327471862e-10,3.4647936703888233e-10,0.0005134043652891456,5.151418714293538e-10,3.079068682997033e-11,2.004616208759144e-10,7.100883850648493e-11,5.29422513840626e-12,1.1214015608726709e-10,0.9994864978702181,1.6567059064599337e-10,1.371672303757757e-09,1.7997019227025253e-10,1.5595102276875747e-09,2.434399381243705e-09,7.716118851406291e-10
48,غتنوضي تجبدي دوك لبوليكوبات وتبداي تحفضي القهاوي حالين تجبد بزغلو و تكفت أجواء ما عنديش معاها هاد عجوجتي بقيت معاها شي دقيقة يالاه فهمتها هههه قلت واه ياكما شي سمية جديدة هادي تاني قريتها عجوجتي نيت شعلو العافية ف الملاوي شنو هي هاد عجوجتي,TMS,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,1.3705306796816621e-08,1.2828049708571485e-07,2.3402994609667575e-11,5.8672014532554125e-09,2.21148767610068e-10,7.651347672790329e-10,1.1051828730189425e-09,6.540898433706241e-10,8.693419855133183e-09,4.284225602532606e-10,3.560086635236425e-08,5.7465009094827165e-09,0.018969618063693485,4.549008260692079e-09,6.583522368150319e-10,3.1249062292166257e-09,6.642510142327957e-11,2.924466897753078e-11,5.708732987428283e-10,0.9810301287942428,3.2818517459263913e-10,8.109412374334446e-09,6.38073291006328e-10,3.0908952395458216e-09,2.922701433518339e-08,1.6584990600401873e-09
49,ماعمر اثر عليا شي قرار ملي بدا هاد الحزاق فالحجر ماكانخرجش بزاف اصلا الخدمة مازال مالقيناها ودابا السفر اصلا ماكانسافرو لا قبل كورونا لا بعد الله ينعل مها عيشا فهاد البلاد متنساوش بلي سيدنا ضحى بالإقتصاد ديال بلادو على قبلنا راه غار مطلعها اخويا نتا خاصك وسام على هاد تاعياشت ديالك,TMS,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,1.3168122112251378e-10,3.224217959887472e-07,5.21854445695452e-12,2.6128021538623614e-10,2.8247255167958298e-11,1.7589043562972218e-10,9.530645806785986e-11,1.0068878410399597e-11,7.531776940673573e-10,1.7476056900158853e-11,1.3665908839428317e-10,1.7519070916197368e-10,0.020487270548913684,2.202961520299916e-10,1.6951477970396777e-11,5.501823636025546e-11,3.0095949594461676e-11,1.1136522795514554e-11,8.96553959506841e-11,0.9795124005165672,4.041646819280875e-11,4.3092566635216087e-10,9.946377334598693e-11,2.5713318685149816e-09,5.90735994049598e-10,5.664990297447029e-10
